finding_id,org_id,obligation_id,policy_id,severity,finding_type,finding_summary,recommended_fix,owner_team,status,target_date,created_at,ground_truth_compliance_label
FND-000541,ORG-0008,OBL-000487,POL-000079,Low,Review Delay,Review Delay: Outsourcing obligation is fully covered with coverage score 98.,"Update policy clause, assign owner, and add evidence workflow for: update the internal policy and maintain approval evidence.",Security,In Progress,2026-08-13,2025-07-26T10:13:00,Compliant
FND-000542,ORG-0009,OBL-000755,POL-000085,High,Policy Gap,Policy Gap: Operational Resilience obligation is partially covered with coverage score 79.,"Update policy clause, assign owner, and add evidence workflow for: perform periodic control testing and document exceptions.",Compliance,In Progress,2026-06-10,2026-02-13T09:38:00,Partially Compliant
FND-000543,ORG-0009,OBL-000371,POL-000091,High,Policy Gap,Policy Gap: KYC/AML obligation is partially covered with coverage score 75.,"Update policy clause, assign owner, and add evidence workflow for: validate system calculations against approved methodology.",Security,In Progress,2026-07-16,2026-04-25T19:51:00,Partially Compliant
FND-000544,ORG-0023,OBL-000077,POL-000235,Critical,Control Design Gap,Control Design Gap: Disclosure obligation is partially covered with coverage score 79.,"Update policy clause, assign owner, and add evidence workflow for: retain supporting records for audit and supervisory review.",Risk,Open,2026-02-17,2025-12-05T10:22:00,Partially Compliant
FND-000545,ORG-0001,OBL-000659,POL-000010,Low,Review Delay,Review Delay: Audit & Reporting obligation is partially covered with coverage score 60.,"Update policy clause, assign owner, and add evidence workflow for: perform periodic control testing and document exceptions.",Finance,Open,2025-12-29,2026-01-12T10:27:00,Partially Compliant
FND-000546,ORG-0001,OBL-000422,POL-000007,Low,Policy Gap,Policy Gap: Incident Management obligation is fully covered with coverage score 82.,"Update policy clause, assign owner, and add evidence workflow for: monitor threshold breaches and escalate unresolved cases.",IT,In Progress,2026-07-28,2026-02-10T18:58:00,Compliant
FND-000547,ORG-0026,OBL-000374,POL-000264,Medium,Unmapped Obligation,Unmapped Obligation: Outsourcing obligation is needs human review with coverage score 35.,"Update policy clause, assign owner, and add evidence workflow for: submit a compliance confirmation report to management.",Trading Desk,Risk Accepted,2026-08-31,2026-02-13T19:11:00,Non-Compliant
FND-000548,ORG-0002,OBL-000170,POL-000020,Medium,Control Operating Gap,Control Operating Gap: KYC/AML obligation is partially covered with coverage score 49.,"Update policy clause, assign owner, and add evidence workflow for: monitor threshold breaches and escalate unresolved cases.",Legal,Resolved,2025-12-11,2025-12-05T10:49:00,Partially Compliant
FND-000549,ORG-0028,OBL-000615,POL-000283,High,Control Design Gap,Control Design Gap: Cybersecurity obligation is partially covered with coverage score 72.,"Update policy clause, assign owner, and add evidence workflow for: submit a compliance confirmation report to management.",IT,In Progress,2025-12-30,2025-08-20T19:57:00,Partially Compliant
FND-000550,ORG-0006,OBL-000159,POL-000052,High,Evidence Gap,Evidence Gap: Audit & Reporting obligation is not covered with coverage score 16.,"Update policy clause, assign owner, and add evidence workflow for: monitor threshold breaches and escalate unresolved cases.",Data Governance,Risk Accepted,2026-03-02,2025-10-20T08:24:00,Non-Compliant
FND-000551,ORG-0014,OBL-000101,POL-000144,Low,Control Operating Gap,Control Operating Gap: Data Privacy obligation is not covered with coverage score 32.,"Update policy clause, assign owner, and add evidence workflow for: monitor threshold breaches and escalate unresolved cases.",IT,Open,2026-05-16,2025-09-02T13:56:00,Non-Compliant
FND-000552,ORG-0005,OBL-000142,POL-000048,High,Review Delay,Review Delay: Customer Protection obligation is not covered with coverage score 25.,"Update policy clause, assign owner, and add evidence workflow for: monitor threshold breaches and escalate unresolved cases.",IT,Open,2025-12-22,2025-12-09T17:58:00,Non-Compliant
FND-000553,ORG-0006,OBL-000636,POL-000055,Medium,Policy Gap,Policy Gap: Disclosure obligation is not covered with coverage score 11.,"Update policy clause, assign owner, and add evidence workflow for: review customer or transaction risk indicators.",Data Governance,Open,2025-12-13,2026-01-11T08:32:00,Non-Compliant
FND-000554,ORG-0016,OBL-000693,POL-000161,Medium,Unmapped Obligation,Unmapped Obligation: Cybersecurity obligation is needs human review with coverage score 61.,"Update policy clause, assign owner, and add evidence workflow for: monitor threshold breaches and escalate unresolved cases.",Audit,Resolved,2026-01-14,2026-03-04T19:58:00,Partially Compliant
FND-000555,ORG-0022,OBL-000509,POL-000223,Low,Control Design Gap,Control Design Gap: Incident Management obligation is needs human review with coverage score 68.,"Update policy clause, assign owner, and add evidence workflow for: submit a compliance confirmation report to management.",Legal,Resolved,2026-04-24,2026-03-06T11:53:00,Partially Compliant
FND-000556,ORG-0015,OBL-000715,POL-000148,Low,Review Delay,Review Delay: Disclosure obligation is not covered with coverage score 15.,"Update policy clause, assign owner, and add evidence workflow for: perform periodic control testing and document exceptions.",Trading Desk,In Progress,2026-07-14,2025-12-20T10:24:00,Non-Compliant
FND-000557,ORG-0003,OBL-000342,POL-000030,Low,Unmapped Obligation,Unmapped Obligation: Audit & Reporting obligation is not covered with coverage score 37.,"Update policy clause, assign owner, and add evidence workflow for: perform periodic control testing and document exceptions.",IT,Resolved,2026-05-01,2025-09-01T11:14:00,Non-Compliant
FND-000558,ORG-0008,OBL-000712,POL-000074,High,Control Design Gap,Control Design Gap: Disclosure obligation is partially covered with coverage score 69.,"Update policy clause, assign owner, and add evidence workflow for: monitor threshold breaches and escalate unresolved cases.",IT,In Progress,2026-02-28,2026-06-18T09:03:00,Partially Compliant
FND-000559,ORG-0005,OBL-000359,POL-000046,High,Policy Gap,Policy Gap: Trading Risk obligation is not covered with coverage score 8.,"Update policy clause, assign owner, and add evidence workflow for: perform periodic control testing and document exceptions.",Compliance,Open,2026-03-20,2025-12-13T16:08:00,Non-Compliant
FND-000560,ORG-0024,OBL-000103,POL-000242,Medium,Expired Policy,Expired Policy: Disclosure obligation is partially covered with coverage score 52.,"Update policy clause, assign owner, and add evidence workflow for: submit a compliance confirmation report to management.",Compliance,In Progress,2026-07-28,2025-12-09T18:05:00,Partially Compliant
FND-000561,ORG-0007,OBL-000080,POL-000070,High,Expired Policy,Expired Policy: Cybersecurity obligation is partially covered with coverage score 62.,"Update policy clause, assign owner, and add evidence workflow for: validate system calculations against approved methodology.",Data Governance,In Progress,2025-12-28,2026-03-21T16:12:00,Partially Compliant
FND-000562,ORG-0012,OBL-000463,POL-000122,Medium,Control Design Gap,Control Design Gap: Capital Adequacy obligation is fully covered with coverage score 97.,"Update policy clause, assign owner, and add evidence workflow for: monitor threshold breaches and escalate unresolved cases.",Risk,Open,2026-05-09,2025-10-27T13:53:00,Compliant
FND-000563,ORG-0001,OBL-000485,POL-000002,Low,Policy Gap,Policy Gap: Outsourcing obligation is fully covered with coverage score 87.,"Update policy clause, assign owner, and add evidence workflow for: review customer or transaction risk indicators.",IT,In Progress,2026-05-07,2025-12-28T18:20:00,Compliant
FND-000564,ORG-0017,OBL-000235,POL-000169,Medium,Control Operating Gap,Control Operating Gap: Cybersecurity obligation is partially covered with coverage score 54.,"Update policy clause, assign owner, and add evidence workflow for: notify stakeholders when material incidents occur.",Security,Resolved,2026-03-11,2025-10-30T08:17:00,Partially Compliant
FND-000565,ORG-0013,OBL-000331,POL-000125,High,Evidence Gap,Evidence Gap: KYC/AML obligation is partially covered with coverage score 61.,"Update policy clause, assign owner, and add evidence workflow for: validate system calculations against approved methodology.",Compliance,In Progress,2026-05-23,2026-04-10T09:32:00,Partially Compliant
FND-000566,ORG-0008,OBL-000301,POL-000078,Low,Unmapped Obligation,Unmapped Obligation: Operational Resilience obligation is partially covered with coverage score 75.,"Update policy clause, assign owner, and add evidence workflow for: perform periodic control testing and document exceptions.",IT,Risk Accepted,2026-03-31,2025-12-26T08:54:00,Partially Compliant
FND-000567,ORG-0019,OBL-000372,POL-000188,High,Evidence Gap,Evidence Gap: KYC/AML obligation is partially covered with coverage score 52.,"Update policy clause, assign owner, and add evidence workflow for: review customer or transaction risk indicators.",Audit,Open,2026-09-01,2026-06-08T08:46:00,Partially Compliant
FND-000568,ORG-0007,OBL-000383,POL-000071,High,Expired Policy,Expired Policy: Audit & Reporting obligation is partially covered with coverage score 79.,"Update policy clause, assign owner, and add evidence workflow for: perform periodic control testing and document exceptions.",Audit,Open,2026-01-02,2026-04-21T18:54:00,Partially Compliant
FND-000569,ORG-0010,OBL-000498,POL-000102,Medium,Control Operating Gap,Control Operating Gap: Customer Protection obligation is fully covered with coverage score 96.,"Update policy clause, assign owner, and add evidence workflow for: monitor threshold breaches and escalate unresolved cases.",Operations,Open,2026-01-04,2025-10-02T17:55:00,Compliant
FND-000570,ORG-0007,OBL-000717,POL-000071,Medium,Review Delay,Review Delay: Cybersecurity obligation is needs human review with coverage score 70.,"Update policy clause, assign owner, and add evidence workflow for: validate system calculations against approved methodology.",Finance,Resolved,2026-05-30,2025-12-23T14:49:00,Partially Compliant
FND-000571,ORG-0002,OBL-000719,POL-000020,Medium,Expired Policy,Expired Policy: Cybersecurity obligation is not covered with coverage score 25.,"Update policy clause, assign owner, and add evidence workflow for: retain supporting records for audit and supervisory review.",Compliance,Resolved,2026-02-09,2025-07-08T18:34:00,Non-Compliant
FND-000572,ORG-0013,OBL-000363,POL-000134,Medium,Unmapped Obligation,Unmapped Obligation: Audit & Reporting obligation is not covered with coverage score 15.,"Update policy clause, assign owner, and add evidence workflow for: validate system calculations against approved methodology.",Security,Resolved,2026-02-17,2026-02-19T17:23:00,Non-Compliant
FND-000573,ORG-0021,OBL-000112,POL-000209,Low,Expired Policy,Expired Policy: Capital Adequacy obligation is partially covered with coverage score 49.,"Update policy clause, assign owner, and add evidence workflow for: perform periodic control testing and document exceptions.",Legal,Risk Accepted,2026-04-23,2026-01-22T13:04:00,Partially Compliant
FND-000574,ORG-0026,OBL-000092,POL-000268,High,Review Delay,Review Delay: Data Privacy obligation is partially covered with coverage score 58.,"Update policy clause, assign owner, and add evidence workflow for: retain supporting records for audit and supervisory review.",Risk,Open,2026-01-28,2026-05-22T10:02:00,Partially Compliant
FND-000575,ORG-0014,OBL-000337,POL-000141,Medium,Evidence Gap,Evidence Gap: Customer Protection obligation is needs human review with coverage score 26.,"Update policy clause, assign owner, and add evidence workflow for: submit a compliance confirmation report to management.",Security,Open,2026-07-19,2026-02-16T09:51:00,Non-Compliant
FND-000576,ORG-0021,OBL-000048,POL-000208,High,Control Operating Gap,Control Operating Gap: Cybersecurity obligation is not covered with coverage score 40.,"Update policy clause, assign owner, and add evidence workflow for: submit a compliance confirmation report to management.",Compliance,Open,2025-12-16,2026-04-17T19:51:00,Non-Compliant
FND-000577,ORG-0022,OBL-000034,POL-000216,High,Expired Policy,Expired Policy: Cybersecurity obligation is not covered with coverage score 32.,"Update policy clause, assign owner, and add evidence workflow for: review customer or transaction risk indicators.",Risk,Resolved,2026-07-14,2025-11-04T12:53:00,Non-Compliant
