control_id,org_id,control_name,control_description,control_owner_team,control_owner_role,control_frequency,automation_level,linked_policy_id,linked_obligation_id,control_effectiveness_score,last_tested_at,test_result
CTL-001169,ORG-0005,Customer Protection Review Control,Control validates that retain supporting records for audit and supervisory review is performed and evidence is retained for Incident record.,Trading Desk,Security Officer,Half-yearly,Semi-automated,POL-000051,OBL-000024,78,2024-12-31,Pass
CTL-001170,ORG-0003,Trading Risk Attestation Control,Control validates that perform periodic control testing and document exceptions is performed and evidence is retained for Data retention proof.,Trading Desk,Security Officer,One-time,Semi-automated,POL-000021,OBL-000403,88,2025-08-31,Pass
CTL-001171,ORG-0004,Cybersecurity Approval Control,Control validates that validate system calculations against approved methodology is performed and evidence is retained for Board minutes.,Trading Desk,Data Protection Officer,Event-based,Semi-automated,POL-000036,OBL-000687,100,2024-12-18,Pass
CTL-001172,ORG-0014,Customer Protection Approval Control,Control validates that update the internal policy and maintain approval evidence is performed and evidence is retained for Training log.,Compliance,Operations Lead,One-time,Semi-automated,POL-000144,OBL-000339,75,2025-09-25,Pass
CTL-001173,ORG-0021,Disclosure Escalation Control,Control validates that review customer or transaction risk indicators is performed and evidence is retained for Data retention proof.,Data Governance,Security Officer,Weekly,Semi-automated,POL-000212,OBL-000105,99,2025-11-11,Pass
CTL-001174,ORG-0029,Audit & Reporting Attestation Control,Control validates that validate system calculations against approved methodology is performed and evidence is retained for Board minutes.,Compliance,Security Officer,Quarterly,Semi-automated,POL-000302,OBL-000158,66,2024-10-29,Pass with Exceptions
CTL-001175,ORG-0019,Capital Adequacy Approval Control,Control validates that retain supporting records for audit and supervisory review is performed and evidence is retained for Policy document.,Trading Desk,Operations Lead,Weekly,Manual,POL-000191,OBL-000341,35,2025-03-10,Fail
CTL-001176,ORG-0012,Disclosure Escalation Control,Control validates that submit a compliance confirmation report to management is performed and evidence is retained for Transaction report.,Compliance,Data Protection Officer,Annual,Semi-automated,POL-000116,OBL-000037,100,2025-07-21,Pass
CTL-001177,ORG-0008,Capital Adequacy Attestation Control,Control validates that update the internal policy and maintain approval evidence is performed and evidence is retained for Board minutes.,Trading Desk,Legal Reviewer,Daily,Manual,POL-000075,OBL-000190,87,2025-12-25,Pass
CTL-001178,ORG-0003,Audit & Reporting Monitoring Control,Control validates that retain supporting records for audit and supervisory review is performed and evidence is retained for Vendor attestation.,Legal,Data Protection Officer,Annual,Manual,POL-000025,OBL-000386,77,2025-12-21,Pass
CTL-001179,ORG-0028,Disclosure Approval Control,Control validates that update the internal policy and maintain approval evidence is performed and evidence is retained for Vendor attestation.,Risk,Security Officer,Monthly,Semi-automated,POL-000284,OBL-000439,84,2025-07-11,Pass
CTL-001180,ORG-0027,Cybersecurity Monitoring Control,Control validates that validate system calculations against approved methodology is performed and evidence is retained for Training log.,Data Governance,Compliance Officer,Weekly,Manual,POL-000280,OBL-000445,96,2025-03-30,Pass
CTL-001181,ORG-0001,Audit & Reporting Escalation Control,Control validates that retain supporting records for audit and supervisory review is performed and evidence is retained for Incident record.,Operations,ML Reviewer,Quarterly,Semi-automated,POL-000002,OBL-000564,16,2025-07-10,Fail
CTL-001182,ORG-0002,Audit & Reporting Escalation Control,Control validates that notify stakeholders when material incidents occur is performed and evidence is retained for Policy document.,Audit,Risk Manager,One-time,Automated,POL-000017,OBL-000088,41,2025-03-16,Fail
CTL-001183,ORG-0020,Liquidity Risk Monitoring Control,Control validates that validate system calculations against approved methodology is performed and evidence is retained for Audit sample.,Audit,Operations Lead,Daily,Manual,POL-000202,OBL-000477,24,2026-06-07,Fail
CTL-001184,ORG-0016,Customer Protection Attestation Control,Control validates that notify stakeholders when material incidents occur is performed and evidence is retained for Training log.,Compliance,ML Reviewer,Monthly,Semi-automated,POL-000159,OBL-000045,40,2024-11-18,Fail
CTL-001185,ORG-0001,Incident Management Reconciliation Control,Control validates that perform periodic control testing and document exceptions is performed and evidence is retained for Data retention proof.,Operations,Operations Lead,Event-based,Semi-automated,POL-000002,OBL-000547,90,2025-06-25,Pass
CTL-001186,ORG-0015,Audit & Reporting Approval Control,Control validates that perform periodic control testing and document exceptions is performed and evidence is retained for Data retention proof.,Compliance,ML Reviewer,Weekly,Semi-automated,POL-000149,OBL-000007,72,2026-05-06,Pass with Exceptions
CTL-001187,ORG-0012,Capital Adequacy Escalation Control,Control validates that retain supporting records for audit and supervisory review is performed and evidence is retained for System report.,Data Governance,Legal Reviewer,Weekly,Automated,POL-000119,OBL-000014,83,2025-05-05,Pass
CTL-001188,ORG-0023,Outsourcing Escalation Control,Control validates that monitor threshold breaches and escalate unresolved cases is performed and evidence is retained for Training log.,Compliance,Admin,Monthly,Semi-automated,POL-000229,OBL-000456,83,2026-02-26,Pass
CTL-001189,ORG-0007,Audit & Reporting Reconciliation Control,Control validates that update the internal policy and maintain approval evidence is performed and evidence is retained for Transaction report.,Trading Desk,Auditor,Monthly,Manual,POL-000069,OBL-000089,95,2026-03-12,Pass
CTL-001190,ORG-0001,Disclosure Approval Control,Control validates that validate system calculations against approved methodology is performed and evidence is retained for System report.,Legal,Policy Owner,Half-yearly,Manual,POL-000007,OBL-000713,84,2026-05-11,Pass
CTL-001191,ORG-0018,Trading Risk Review Control,Control validates that update the internal policy and maintain approval evidence is performed and evidence is retained for Access review.,IT,Security Officer,Half-yearly,Manual,POL-000179,OBL-000293,79,2026-03-28,Pass
CTL-001192,ORG-0016,Data Privacy Escalation Control,Control validates that monitor threshold breaches and escalate unresolved cases is performed and evidence is retained for Risk assessment.,Security,Data Protection Officer,Annual,Manual,POL-000161,OBL-000090,12,2025-11-03,Fail
CTL-001193,ORG-0011,Capital Adequacy Monitoring Control,Control validates that review customer or transaction risk indicators is performed and evidence is retained for Vendor attestation.,Finance,Admin,Daily,Manual,POL-000105,OBL-000576,52,2025-07-27,Pass with Exceptions
CTL-001194,ORG-0001,Audit & Reporting Reconciliation Control,Control validates that validate system calculations against approved methodology is performed and evidence is retained for Training log.,Operations,Legal Reviewer,Annual,Semi-automated,POL-000002,OBL-000118,69,2025-12-17,Pass with Exceptions
CTL-001195,ORG-0016,Capital Adequacy Attestation Control,Control validates that validate system calculations against approved methodology is performed and evidence is retained for Board minutes.,Operations,Admin,Event-based,Manual,POL-000162,OBL-000470,47,2025-03-11,Fail
CTL-001196,ORG-0013,Customer Protection Review Control,Control validates that monitor threshold breaches and escalate unresolved cases is performed and evidence is retained for Access review.,Operations,Policy Owner,Weekly,Semi-automated,POL-000130,OBL-000143,100,2026-01-09,Pass
CTL-001197,ORG-0013,Operational Resilience Review Control,Control validates that review customer or transaction risk indicators is performed and evidence is retained for Vendor attestation.,Audit,Legal Reviewer,Event-based,Manual,POL-000135,OBL-000324,79,2026-03-26,Pass
CTL-001198,ORG-0008,Audit & Reporting Review Control,Control validates that validate system calculations against approved methodology is performed and evidence is retained for Policy document.,Data Governance,Legal Reviewer,Half-yearly,Automated,POL-000073,OBL-000567,49,2024-11-02,Fail
CTL-001199,ORG-0007,Trading Risk Reconciliation Control,Control validates that update the internal policy and maintain approval evidence is performed and evidence is retained for Training log.,Trading Desk,Operations Lead,Annual,Manual,POL-000063,OBL-000540,76,2024-12-07,Pass
CTL-001200,ORG-0012,Disclosure Review Control,Control validates that update the internal policy and maintain approval evidence is performed and evidence is retained for Risk assessment.,IT,Compliance Officer,Annual,Semi-automated,POL-000120,OBL-000055,82,2025-04-01,Pass
CTL-001201,ORG-0005,Cybersecurity Review Control,Control validates that review customer or transaction risk indicators is performed and evidence is retained for Policy document.,Data Governance,Security Officer,Half-yearly,Semi-automated,POL-000049,OBL-000394,56,2026-02-05,Pass with Exceptions
CTL-001202,ORG-0020,Audit & Reporting Approval Control,Control validates that perform periodic control testing and document exceptions is performed and evidence is retained for System report.,Audit,Auditor,Quarterly,Automated,POL-000203,OBL-000482,52,2025-02-16,Pass with Exceptions
CTL-001203,ORG-0008,Liquidity Risk Reconciliation Control,Control validates that notify stakeholders when material incidents occur is performed and evidence is retained for Audit sample.,Operations,Auditor,Quarterly,Automated,POL-000080,OBL-000598,97,2025-04-03,Pass
CTL-001204,ORG-0026,Trading Risk Approval Control,Control validates that update the internal policy and maintain approval evidence is performed and evidence is retained for Policy document.,Compliance,Auditor,Weekly,Manual,POL-000262,OBL-000075,85,2025-03-05,Pass
CTL-001205,ORG-0004,Capital Adequacy Approval Control,Control validates that validate system calculations against approved methodology is performed and evidence is retained for Audit sample.,Compliance,Auditor,Quarterly,Semi-automated,POL-000035,OBL-000311,82,2025-04-28,Pass
CTL-001206,ORG-0016,Capital Adequacy Reconciliation Control,Control validates that monitor threshold breaches and escalate unresolved cases is performed and evidence is retained for Transaction report.,Data Governance,Security Officer,Annual,Semi-automated,POL-000166,OBL-000474,85,2024-12-10,Pass
