obligation_id,circular_id,regulator_code,sector,category,obligation_type,obligation_text,accountable_actor,action_required,frequency,evidence_required,due_days_from_effective_date,penalty_risk,risk_weight,expected_control,created_by_extractor,extractor_confidence
OBL-000721,CIR-00210,MOF,Brokerage,Audit & Reporting,Approve,Data Protection Officer must monitor threshold breaches and escalate unresolved cases for Audit & Reporting under MOF circular CIR-00210 on a quarterly basis.,Data Protection Officer,monitor threshold breaches and escalate unresolved cases,Quarterly,Vendor attestation,30,High,69,Automated reconciliation,llm_extractor_v1,0.873
OBL-000722,CIR-00210,MOF,Brokerage,Audit & Reporting,Review,ML Reviewer must submit a compliance confirmation report to management for Audit & Reporting under MOF circular CIR-00210 on a daily basis.,ML Reviewer,submit a compliance confirmation report to management,Daily,Training log,7,Low,23,Risk committee sign-off,rule_engine_v1,0.921
OBL-000723,CIR-00211,RBI,NBFC,Audit & Reporting,Monitor,Admin must validate system calculations against approved methodology for Audit & Reporting under RBI circular CIR-00211 on a monthly basis.,Admin,validate system calculations against approved methodology,Monthly,Access review,60,High,67,Data quality validation,rule_engine_v1,0.712
OBL-000724,CIR-00211,RBI,NBFC,Audit & Reporting,Maintain,Data Protection Officer must retain supporting records for audit and supervisory review for Audit & Reporting under RBI circular CIR-00211 on a event-based basis.,Data Protection Officer,retain supporting records for audit and supervisory review,Event-based,Risk assessment,15,Low,19,Automated reconciliation,llm_extractor_v1,0.913
OBL-000725,CIR-00212,FIU-IND,FinTech,Audit & Reporting,Maintain,ML Reviewer must review customer or transaction risk indicators for Audit & Reporting under FIU-IND circular CIR-00212 on a half-yearly basis.,ML Reviewer,review customer or transaction risk indicators,Half-yearly,Policy document,90,Medium,48,Automated reconciliation,llm_extractor_v1,0.771
OBL-000726,CIR-00212,FIU-IND,FinTech,Audit & Reporting,Report,ML Reviewer must review customer or transaction risk indicators for Audit & Reporting under FIU-IND circular CIR-00212 on a annual basis.,ML Reviewer,review customer or transaction risk indicators,Annual,System report,60,Medium,50,Maker-checker approval,llm_extractor_v1,0.862
OBL-000727,CIR-00212,FIU-IND,FinTech,Audit & Reporting,Implement,Security Officer must monitor threshold breaches and escalate unresolved cases for Audit & Reporting under FIU-IND circular CIR-00212 on a weekly basis.,Security Officer,monitor threshold breaches and escalate unresolved cases,Weekly,Transaction report,30,High,72,Monthly review checklist,llm_extractor_v1,0.734
OBL-000728,CIR-00213,RBI,Mutual Funds,Disclosure,Approve,Risk Manager must monitor threshold breaches and escalate unresolved cases for Disclosure under RBI circular CIR-00213 on a weekly basis.,Risk Manager,monitor threshold breaches and escalate unresolved cases,Weekly,Training log,7,Low,22,Risk committee sign-off,llm_extractor_v1,0.691
OBL-000729,CIR-00213,RBI,Mutual Funds,Disclosure,Approve,Admin must monitor threshold breaches and escalate unresolved cases for Disclosure under RBI circular CIR-00213 on a annual basis.,Admin,monitor threshold breaches and escalate unresolved cases,Annual,Data retention proof,45,High,73,Monthly review checklist,llm_extractor_v1,0.924
OBL-000730,CIR-00213,RBI,Mutual Funds,Disclosure,Approve,Security Officer must review customer or transaction risk indicators for Disclosure under RBI circular CIR-00213 on a event-based basis.,Security Officer,review customer or transaction risk indicators,Event-based,Vendor attestation,30,Medium,41,Risk committee sign-off,rule_engine_v1,0.935
OBL-000731,CIR-00213,RBI,Mutual Funds,Disclosure,Approve,Operations Lead must monitor threshold breaches and escalate unresolved cases for Disclosure under RBI circular CIR-00213 on a annual basis.,Operations Lead,monitor threshold breaches and escalate unresolved cases,Annual,Vendor attestation,7,High,67,Data quality validation,llm_extractor_v1,0.872
OBL-000732,CIR-00213,RBI,Mutual Funds,Disclosure,Monitor,Data Protection Officer must notify stakeholders when material incidents occur for Disclosure under RBI circular CIR-00213 on a annual basis.,Data Protection Officer,notify stakeholders when material incidents occur,Annual,Policy document,90,High,68,Maker-checker approval,rule_engine_v1,0.827
OBL-000733,CIR-00214,IRDAI,FinTech,Trading Risk,Report,Operations Lead must validate system calculations against approved methodology for Trading Risk under IRDAI circular CIR-00214 on a half-yearly basis.,Operations Lead,validate system calculations against approved methodology,Half-yearly,Access review,45,Medium,46,Independent audit sample,rule_engine_v1,0.696
OBL-000734,CIR-00214,IRDAI,FinTech,Trading Risk,Retain,Compliance Officer must retain supporting records for audit and supervisory review for Trading Risk under IRDAI circular CIR-00214 on a monthly basis.,Compliance Officer,retain supporting records for audit and supervisory review,Monthly,Incident record,15,Medium,49,Monthly review checklist,llm_extractor_v1,0.906
OBL-000735,CIR-00214,IRDAI,FinTech,Trading Risk,Maintain,Admin must update the internal policy and maintain approval evidence for Trading Risk under IRDAI circular CIR-00214 on a half-yearly basis.,Admin,update the internal policy and maintain approval evidence,Half-yearly,Policy document,7,Critical,91,Automated reconciliation,llm_extractor_v1,0.777
OBL-000736,CIR-00214,IRDAI,FinTech,Trading Risk,Monitor,Compliance Officer must monitor threshold breaches and escalate unresolved cases for Trading Risk under IRDAI circular CIR-00214 on a daily basis.,Compliance Officer,monitor threshold breaches and escalate unresolved cases,Daily,Data retention proof,15,Medium,42,Independent audit sample,llm_extractor_v1,0.747
OBL-000737,CIR-00214,IRDAI,FinTech,Trading Risk,Review,Security Officer must monitor threshold breaches and escalate unresolved cases for Trading Risk under IRDAI circular CIR-00214 on a half-yearly basis.,Security Officer,monitor threshold breaches and escalate unresolved cases,Half-yearly,Incident record,15,Medium,40,Maker-checker approval,llm_extractor_v1,0.899
OBL-000738,CIR-00215,IRDAI,Brokerage,Trading Risk,Validate,Compliance Officer must submit a compliance confirmation report to management for Trading Risk under IRDAI circular CIR-00215 on a annual basis.,Compliance Officer,submit a compliance confirmation report to management,Annual,Vendor attestation,7,Medium,43,Risk committee sign-off,rule_engine_v1,0.897
OBL-000739,CIR-00215,IRDAI,Brokerage,Trading Risk,Disclose,Legal Reviewer must perform periodic control testing and document exceptions for Trading Risk under IRDAI circular CIR-00215 on a annual basis.,Legal Reviewer,perform periodic control testing and document exceptions,Annual,Policy document,60,Low,21,Maker-checker approval,rule_engine_v1,0.921
OBL-000740,CIR-00216,IRDAI,Capital Markets,KYC/AML,Maintain,Admin must retain supporting records for audit and supervisory review for KYC/AML under IRDAI circular CIR-00216 on a annual basis.,Admin,retain supporting records for audit and supervisory review,Annual,Training log,45,High,73,Maker-checker approval,llm_extractor_v1,0.813
OBL-000741,CIR-00216,IRDAI,Capital Markets,KYC/AML,Maintain,Admin must notify stakeholders when material incidents occur for KYC/AML under IRDAI circular CIR-00216 on a quarterly basis.,Admin,notify stakeholders when material incidents occur,Quarterly,Data retention proof,45,Medium,41,Risk committee sign-off,llm_extractor_v1,0.843
OBL-000742,CIR-00216,IRDAI,Capital Markets,KYC/AML,Retain,ML Reviewer must monitor threshold breaches and escalate unresolved cases for KYC/AML under IRDAI circular CIR-00216 on a quarterly basis.,ML Reviewer,monitor threshold breaches and escalate unresolved cases,Quarterly,Audit sample,45,Medium,46,Dashboard alert,llm_extractor_v1,0.887
OBL-000743,CIR-00217,SEBI,Payments,Operational Resilience,Implement,Auditor must notify stakeholders when material incidents occur for Operational Resilience under SEBI circular CIR-00217 on a one-time basis.,Auditor,notify stakeholders when material incidents occur,One-time,Risk assessment,60,Medium,41,Exception workflow,llm_extractor_v1,0.915
OBL-000744,CIR-00217,SEBI,Payments,Operational Resilience,Maintain,Policy Owner must monitor threshold breaches and escalate unresolved cases for Operational Resilience under SEBI circular CIR-00217 on a daily basis.,Policy Owner,monitor threshold breaches and escalate unresolved cases,Daily,Audit sample,45,High,74,Risk committee sign-off,rule_engine_v1,0.797
OBL-000745,CIR-00217,SEBI,Payments,Operational Resilience,Retain,Data Protection Officer must retain supporting records for audit and supervisory review for Operational Resilience under SEBI circular CIR-00217 on a monthly basis.,Data Protection Officer,retain supporting records for audit and supervisory review,Monthly,Board minutes,90,Medium,45,Monthly review checklist,rule_engine_v1,0.88
OBL-000746,CIR-00217,SEBI,Payments,Operational Resilience,Notify,Legal Reviewer must monitor threshold breaches and escalate unresolved cases for Operational Resilience under SEBI circular CIR-00217 on a annual basis.,Legal Reviewer,monitor threshold breaches and escalate unresolved cases,Annual,Board minutes,120,High,72,Data quality validation,llm_extractor_v1,0.869
OBL-000747,CIR-00217,SEBI,Payments,Operational Resilience,Monitor,ML Reviewer must perform periodic control testing and document exceptions for Operational Resilience under SEBI circular CIR-00217 on a event-based basis.,ML Reviewer,perform periodic control testing and document exceptions,Event-based,Vendor attestation,45,Critical,86,Independent audit sample,rule_engine_v1,0.684
OBL-000748,CIR-00218,IRDAI,Brokerage,Customer Protection,Review,Risk Manager must update the internal policy and maintain approval evidence for Customer Protection under IRDAI circular CIR-00218 on a monthly basis.,Risk Manager,update the internal policy and maintain approval evidence,Monthly,Vendor attestation,45,High,67,Data quality validation,rule_engine_v1,0.934
OBL-000749,CIR-00218,IRDAI,Brokerage,Customer Protection,Disclose,Legal Reviewer must perform periodic control testing and document exceptions for Customer Protection under IRDAI circular CIR-00218 on a annual basis.,Legal Reviewer,perform periodic control testing and document exceptions,Annual,Board minutes,30,Medium,50,Exception workflow,llm_extractor_v1,0.858
OBL-000750,CIR-00219,NPCI,Mutual Funds,Audit & Reporting,Notify,Legal Reviewer must monitor threshold breaches and escalate unresolved cases for Audit & Reporting under NPCI circular CIR-00219 on a weekly basis.,Legal Reviewer,monitor threshold breaches and escalate unresolved cases,Weekly,Policy document,90,High,70,Exception workflow,llm_extractor_v1,0.741
OBL-000751,CIR-00219,NPCI,Mutual Funds,Audit & Reporting,Monitor,ML Reviewer must notify stakeholders when material incidents occur for Audit & Reporting under NPCI circular CIR-00219 on a weekly basis.,ML Reviewer,notify stakeholders when material incidents occur,Weekly,Policy document,45,Low,17,Monthly review checklist,llm_extractor_v1,0.968
OBL-000752,CIR-00219,NPCI,Mutual Funds,Audit & Reporting,Report,Auditor must perform periodic control testing and document exceptions for Audit & Reporting under NPCI circular CIR-00219 on a quarterly basis.,Auditor,perform periodic control testing and document exceptions,Quarterly,Training log,30,Medium,41,Maker-checker approval,llm_extractor_v1,0.852
OBL-000753,CIR-00219,NPCI,Mutual Funds,Audit & Reporting,Maintain,ML Reviewer must monitor threshold breaches and escalate unresolved cases for Audit & Reporting under NPCI circular CIR-00219 on a half-yearly basis.,ML Reviewer,monitor threshold breaches and escalate unresolved cases,Half-yearly,Data retention proof,7,Medium,43,Exception workflow,rule_engine_v1,0.944
OBL-000754,CIR-00220,FIU-IND,Payments,Operational Resilience,Notify,Admin must validate system calculations against approved methodology for Operational Resilience under FIU-IND circular CIR-00220 on a quarterly basis.,Admin,validate system calculations against approved methodology,Quarterly,Incident record,60,Critical,93,Risk committee sign-off,rule_engine_v1,0.724
OBL-000755,CIR-00220,FIU-IND,Payments,Operational Resilience,Implement,Legal Reviewer must perform periodic control testing and document exceptions for Operational Resilience under FIU-IND circular CIR-00220 on a quarterly basis.,Legal Reviewer,perform periodic control testing and document exceptions,Quarterly,Policy document,60,Low,24,Independent audit sample,llm_extractor_v1,0.904
