mapping_id,org_id,policy_id,obligation_id,coverage_status,coverage_score,matched_policy_clause,gap_summary,ai_confidence,review_status,reviewed_by,reviewed_at
MAP-0001341,ORG-0028,POL-000284,OBL-000273,Fully Covered,93,"Policy clause mentions cybersecurity control ownership, review cadence, and evidence retention.",No major gap identified.,0.916,Accepted,USR-00137,2026-04-01T13:06:00
MAP-0001342,ORG-0028,POL-000283,OBL-000725,Fully Covered,82,"Policy clause mentions audit & reporting control ownership, review cadence, and evidence retention.",No major gap identified.,0.8,Accepted,USR-00029,2026-03-09T20:05:00
MAP-0001343,ORG-0028,POL-000290,OBL-000494,Fully Covered,91,"Policy clause mentions disclosure control ownership, review cadence, and evidence retention.",No major gap identified.,0.743,Rejected,USR-00108,2026-03-31T15:09:00
MAP-0001344,ORG-0028,POL-000290,OBL-000726,Fully Covered,92,"Policy clause mentions audit & reporting control ownership, review cadence, and evidence retention.",No major gap identified.,0.752,Accepted,USR-00048,2025-10-26T14:31:00
MAP-0001345,ORG-0028,POL-000282,OBL-000618,Fully Covered,96,"Policy clause mentions cybersecurity control ownership, review cadence, and evidence retention.",No major gap identified.,0.87,Pending Review,USR-00129,2025-12-13T14:48:00
MAP-0001346,ORG-0028,POL-000283,OBL-000616,Not Covered,15,"Policy clause mentions cybersecurity control ownership, review cadence, and evidence retention.",Policy needs clearer wording for update the internal policy and maintain approval evidence and evidence requirements.,0.819,Accepted,USR-00035,2025-09-03T20:53:00
MAP-0001347,ORG-0028,POL-000287,OBL-000514,Needs Human Review,48,"Policy clause mentions operational resilience control ownership, review cadence, and evidence retention.",Policy needs clearer wording for submit a compliance confirmation report to management and evidence requirements.,0.805,Rejected,USR-00096,2025-07-26T15:13:00
MAP-0001348,ORG-0028,POL-000288,OBL-000708,Fully Covered,98,"Policy clause mentions disclosure control ownership, review cadence, and evidence retention.",No major gap identified.,0.782,Accepted,USR-00012,2025-01-04T19:08:00
MAP-0001349,ORG-0028,POL-000284,OBL-000701,Partially Covered,63,"Policy clause mentions disclosure control ownership, review cadence, and evidence retention.",Policy needs clearer wording for monitor threshold breaches and escalate unresolved cases and evidence requirements.,0.847,Rejected,USR-00078,2025-05-19T20:25:00
MAP-0001350,ORG-0028,POL-000287,OBL-000145,Fully Covered,95,"Policy clause mentions data privacy control ownership, review cadence, and evidence retention.",No major gap identified.,0.69,Accepted,USR-00076,2026-06-15T09:04:00
MAP-0001351,ORG-0028,POL-000288,OBL-000180,Fully Covered,85,"Policy clause mentions customer protection control ownership, review cadence, and evidence retention.",No major gap identified.,0.853,Accepted,USR-00027,2025-08-06T10:18:00
MAP-0001352,ORG-0028,POL-000289,OBL-000617,Fully Covered,94,"Policy clause mentions cybersecurity control ownership, review cadence, and evidence retention.",No major gap identified.,0.957,Pending Review,USR-00054,2025-09-17T12:30:00
MAP-0001353,ORG-0028,POL-000281,OBL-000027,Not Covered,24,"Policy clause mentions capital adequacy control ownership, review cadence, and evidence retention.",Policy needs clearer wording for retain supporting records for audit and supervisory review and evidence requirements.,0.726,Accepted,USR-00145,2025-08-19T17:32:00
MAP-0001354,ORG-0028,POL-000288,OBL-000350,Needs Human Review,33,"Policy clause mentions data privacy control ownership, review cadence, and evidence retention.",Policy needs clearer wording for retain supporting records for audit and supervisory review and evidence requirements.,0.748,Accepted,USR-00060,2024-07-22T08:17:00
MAP-0001355,ORG-0028,POL-000289,OBL-000440,Fully Covered,89,"Policy clause mentions disclosure control ownership, review cadence, and evidence retention.",No major gap identified.,0.757,Accepted,USR-00021,2025-07-06T17:11:00
MAP-0001356,ORG-0028,POL-000283,OBL-000238,Partially Covered,52,"Policy clause mentions trading risk control ownership, review cadence, and evidence retention.",Policy needs clearer wording for validate system calculations against approved methodology and evidence requirements.,0.845,Accepted,USR-00015,2025-08-15T13:38:00
MAP-0001357,ORG-0028,POL-000284,OBL-000146,Fully Covered,83,"Policy clause mentions data privacy control ownership, review cadence, and evidence retention.",No major gap identified.,0.929,Accepted,USR-00038,2026-03-03T09:05:00
MAP-0001358,ORG-0028,POL-000289,OBL-000697,Fully Covered,86,"Policy clause mentions incident management control ownership, review cadence, and evidence retention.",No major gap identified.,0.795,Accepted,USR-00032,2026-01-01T11:01:00
MAP-0001359,ORG-0028,POL-000282,OBL-000167,Partially Covered,73,"Policy clause mentions incident management control ownership, review cadence, and evidence retention.",Policy needs clearer wording for notify stakeholders when material incidents occur and evidence requirements.,0.857,Pending Review,USR-00103,2026-05-17T08:54:00
MAP-0001360,ORG-0028,POL-000288,OBL-000353,Fully Covered,96,"Policy clause mentions kyc/aml control ownership, review cadence, and evidence retention.",No major gap identified.,0.799,Pending Review,USR-00134,2026-05-21T12:53:00
MAP-0001361,ORG-0028,POL-000290,OBL-000735,Fully Covered,91,"Policy clause mentions trading risk control ownership, review cadence, and evidence retention.",No major gap identified.,0.818,Accepted,USR-00015,2025-06-07T10:59:00
MAP-0001362,ORG-0028,POL-000283,OBL-000562,Fully Covered,85,"Policy clause mentions cybersecurity control ownership, review cadence, and evidence retention.",No major gap identified.,0.658,Accepted,USR-00105,2025-06-27T14:22:00
MAP-0001363,ORG-0029,POL-000293,OBL-000664,Partially Covered,45,"Policy clause mentions data privacy control ownership, review cadence, and evidence retention.",Policy needs clearer wording for update the internal policy and maintain approval evidence and evidence requirements.,0.79,Accepted,USR-00127,2025-07-10T11:50:00
MAP-0001364,ORG-0029,POL-000302,OBL-000158,Partially Covered,52,"Policy clause mentions audit & reporting control ownership, review cadence, and evidence retention.",Policy needs clearer wording for validate system calculations against approved methodology and evidence requirements.,0.752,Pending Review,USR-00050,2025-09-23T09:51:00
MAP-0001365,ORG-0029,POL-000295,OBL-000522,Fully Covered,98,"Policy clause mentions customer protection control ownership, review cadence, and evidence retention.",No major gap identified.,0.732,Accepted,USR-00012,2025-06-01T19:38:00
MAP-0001366,ORG-0029,POL-000292,OBL-000607,Fully Covered,87,"Policy clause mentions cybersecurity control ownership, review cadence, and evidence retention.",No major gap identified.,0.824,Pending Review,USR-00096,2025-12-29T20:21:00
MAP-0001367,ORG-0029,POL-000300,OBL-000498,Fully Covered,95,"Policy clause mentions customer protection control ownership, review cadence, and evidence retention.",No major gap identified.,0.927,Pending Review,USR-00061,2026-06-15T17:58:00
MAP-0001368,ORG-0029,POL-000301,OBL-000637,Partially Covered,52,"Policy clause mentions disclosure control ownership, review cadence, and evidence retention.",Policy needs clearer wording for submit a compliance confirmation report to management and evidence requirements.,0.672,Pending Review,USR-00056,2026-03-29T18:09:00
MAP-0001369,ORG-0029,POL-000294,OBL-000159,Needs Human Review,69,"Policy clause mentions audit & reporting control ownership, review cadence, and evidence retention.",Policy needs clearer wording for monitor threshold breaches and escalate unresolved cases and evidence requirements.,0.947,Accepted,USR-00113,2025-04-23T09:53:00
MAP-0001370,ORG-0029,POL-000301,OBL-000041,Partially Covered,56,"Policy clause mentions liquidity risk control ownership, review cadence, and evidence retention.",Policy needs clearer wording for submit a compliance confirmation report to management and evidence requirements.,0.73,Pending Review,USR-00018,2026-04-24T19:53:00
MAP-0001371,ORG-0029,POL-000296,OBL-000479,Not Covered,26,"Policy clause mentions liquidity risk control ownership, review cadence, and evidence retention.",Policy needs clearer wording for notify stakeholders when material incidents occur and evidence requirements.,0.925,Rejected,USR-00028,2025-01-21T19:12:00
MAP-0001372,ORG-0029,POL-000298,OBL-000152,Not Covered,7,"Policy clause mentions liquidity risk control ownership, review cadence, and evidence retention.",Policy needs clearer wording for submit a compliance confirmation report to management and evidence requirements.,0.857,Accepted,USR-00147,2026-03-23T12:22:00
MAP-0001373,ORG-0029,POL-000296,OBL-000491,Fully Covered,88,"Policy clause mentions data privacy control ownership, review cadence, and evidence retention.",No major gap identified.,0.866,Accepted,USR-00082,2025-03-15T09:20:00
MAP-0001374,ORG-0029,POL-000298,OBL-000310,Fully Covered,83,"Policy clause mentions capital adequacy control ownership, review cadence, and evidence retention.",No major gap identified.,0.825,Accepted,USR-00121,2026-03-23T14:33:00
MAP-0001375,ORG-0029,POL-000302,OBL-000608,Partially Covered,47,"Policy clause mentions cybersecurity control ownership, review cadence, and evidence retention.",Policy needs clearer wording for monitor threshold breaches and escalate unresolved cases and evidence requirements.,0.841,Accepted,USR-00079,2025-07-25T20:37:00
MAP-0001376,ORG-0029,POL-000300,OBL-000684,Fully Covered,90,"Policy clause mentions kyc/aml control ownership, review cadence, and evidence retention.",No major gap identified.,0.931,Accepted,USR-00046,2024-11-06T15:30:00
MAP-0001377,ORG-0029,POL-000302,OBL-000640,Partially Covered,57,"Policy clause mentions disclosure control ownership, review cadence, and evidence retention.",Policy needs clearer wording for monitor threshold breaches and escalate unresolved cases and evidence requirements.,0.732,Rejected,USR-00024,2025-09-20T14:32:00
MAP-0001378,ORG-0029,POL-000293,OBL-000650,Fully Covered,88,"Policy clause mentions kyc/aml control ownership, review cadence, and evidence retention.",No major gap identified.,0.693,Pending Review,USR-00050,2025-10-01T15:01:00
MAP-0001379,ORG-0029,POL-000299,OBL-000396,Partially Covered,52,"Policy clause mentions customer protection control ownership, review cadence, and evidence retention.",Policy needs clearer wording for perform periodic control testing and document exceptions and evidence requirements.,0.783,Accepted,USR-00076,2024-07-30T19:58:00
MAP-0001380,ORG-0029,POL-000294,OBL-000436,Fully Covered,87,"Policy clause mentions kyc/aml control ownership, review cadence, and evidence retention.",No major gap identified.,0.84,Pending Review,USR-00070,2024-10-23T19:39:00
MAP-0001381,ORG-0029,POL-000300,OBL-000319,Not Covered,14,"Policy clause mentions outsourcing control ownership, review cadence, and evidence retention.",Policy needs clearer wording for perform periodic control testing and document exceptions and evidence requirements.,0.896,Accepted,USR-00063,2025-01-24T19:15:00
MAP-0001382,ORG-0029,POL-000298,OBL-000752,Fully Covered,82,"Policy clause mentions audit & reporting control ownership, review cadence, and evidence retention.",No major gap identified.,0.652,Accepted,USR-00080,2025-05-12T12:10:00
MAP-0001383,ORG-0029,POL-000296,OBL-000675,Partially Covered,80,"Policy clause mentions cybersecurity control ownership, review cadence, and evidence retention.",Policy needs clearer wording for validate system calculations against approved methodology and evidence requirements.,0.917,Accepted,USR-00008,2024-12-27T19:17:00
MAP-0001384,ORG-0029,POL-000295,OBL-000308,Not Covered,23,"Policy clause mentions capital adequacy control ownership, review cadence, and evidence retention.",Policy needs clearer wording for review customer or transaction risk indicators and evidence requirements.,0.622,Pending Review,USR-00113,2025-09-13T13:44:00
MAP-0001385,ORG-0029,POL-000293,OBL-000667,Fully Covered,98,"Policy clause mentions data privacy control ownership, review cadence, and evidence retention.",No major gap identified.,0.765,Accepted,USR-00087,2025-09-18T12:00:00
MAP-0001386,ORG-0029,POL-000301,OBL-000222,Not Covered,18,"Policy clause mentions cybersecurity control ownership, review cadence, and evidence retention.",Policy needs clearer wording for submit a compliance confirmation report to management and evidence requirements.,0.655,Accepted,USR-00050,2026-04-15T16:39:00
