qa_id,user_question,expected_answer,intent,linked_circular_id,linked_obligation_id,linked_org_id,difficulty,split
QA-000794,Extract action items from CIR-00049,"Intent: extract_obligations. NiyamGuard should retrieve linked regulatory text, obligation mappings, evidence, and risk labels; then provide a concise compliance answer with citations to internal records.",extract_obligations,CIR-00049,OBL-000348,ORG-0001,easy,train
QA-000795,Assign this finding to Compliance,"Intent: assign_owner. NiyamGuard should retrieve linked regulatory text, obligation mappings, evidence, and risk labels; then provide a concise compliance answer with citations to internal records.",assign_owner,CIR-00018,OBL-000716,ORG-0021,medium,train
QA-000796,Create remediation steps for finding FND-000228,"Intent: create_remediation_plan. NiyamGuard should retrieve linked regulatory text, obligation mappings, evidence, and risk labels; then provide a concise compliance answer with citations to internal records.",create_remediation_plan,CIR-00028,OBL-000615,ORG-0029,easy,train
QA-000797,What changed from old requirement to new requirement?,"Intent: compare_policy_versions. NiyamGuard should retrieve linked regulatory text, obligation mappings, evidence, and risk labels; then provide a concise compliance answer with citations to internal records.",compare_policy_versions,CIR-00194,OBL-000220,ORG-0019,easy,train
QA-000798,Is our policy covering obligation OBL-000459?,"Intent: check_policy_gap. NiyamGuard should retrieve linked regulatory text, obligation mappings, evidence, and risk labels; then provide a concise compliance answer with citations to internal records.",check_policy_gap,CIR-00095,OBL-000459,ORG-0007,hard,validation
QA-000799,Which circular talks about Data Privacy risk?,"Intent: search_circular. NiyamGuard should retrieve linked regulatory text, obligation mappings, evidence, and risk labels; then provide a concise compliance answer with citations to internal records.",search_circular,CIR-00199,OBL-000679,ORG-0006,medium,train
QA-000800,Show missing evidence for Disclosure,"Intent: show_evidence_status. NiyamGuard should retrieve linked regulatory text, obligation mappings, evidence, and risk labels; then provide a concise compliance answer with citations to internal records.",show_evidence_status,CIR-00213,OBL-000495,ORG-0007,easy,test
QA-000801,Why is OBL-000156 marked partial?,"Intent: check_policy_gap. NiyamGuard should retrieve linked regulatory text, obligation mappings, evidence, and risk labels; then provide a concise compliance answer with citations to internal records.",check_policy_gap,CIR-00172,OBL-000156,ORG-0001,easy,test
QA-000802,Extract action items from CIR-00002,"Intent: extract_obligations. NiyamGuard should retrieve linked regulatory text, obligation mappings, evidence, and risk labels; then provide a concise compliance answer with citations to internal records.",extract_obligations,CIR-00002,OBL-000193,ORG-0020,hard,validation
QA-000803,Assign this finding to Trading Desk,"Intent: assign_owner. NiyamGuard should retrieve linked regulatory text, obligation mappings, evidence, and risk labels; then provide a concise compliance answer with citations to internal records.",assign_owner,CIR-00147,OBL-000651,ORG-0010,hard,validation
QA-000804,What changed from old requirement to new requirement?,"Intent: compare_policy_versions. NiyamGuard should retrieve linked regulatory text, obligation mappings, evidence, and risk labels; then provide a concise compliance answer with citations to internal records.",compare_policy_versions,CIR-00028,OBL-000007,ORG-0006,medium,train
QA-000805,What obligations are in circular CIR-00100?,"Intent: extract_obligations. NiyamGuard should retrieve linked regulatory text, obligation mappings, evidence, and risk labels; then provide a concise compliance answer with citations to internal records.",extract_obligations,CIR-00100,OBL-000284,ORG-0023,easy,train
QA-000806,Create remediation steps for finding FND-000540,"Intent: create_remediation_plan. NiyamGuard should retrieve linked regulatory text, obligation mappings, evidence, and risk labels; then provide a concise compliance answer with citations to internal records.",create_remediation_plan,CIR-00188,OBL-000520,ORG-0029,easy,train
QA-000807,Find latest FIU-IND requirements for KYC/AML,"Intent: search_circular. NiyamGuard should retrieve linked regulatory text, obligation mappings, evidence, and risk labels; then provide a concise compliance answer with citations to internal records.",search_circular,CIR-00110,OBL-000654,ORG-0004,easy,validation
QA-000808,List recent LLM review events,"Intent: show_audit_trail. NiyamGuard should retrieve linked regulatory text, obligation mappings, evidence, and risk labels; then provide a concise compliance answer with citations to internal records.",show_audit_trail,CIR-00111,OBL-000279,ORG-0003,medium,train
QA-000809,Why is ORG-0015 high risk?,"Intent: explain_risk_score. NiyamGuard should retrieve linked regulatory text, obligation mappings, evidence, and risk labels; then provide a concise compliance answer with citations to internal records.",explain_risk_score,CIR-00043,OBL-000574,ORG-0015,medium,train
QA-000810,Which evidence is rejected for ORG-0009?,"Intent: show_evidence_status. NiyamGuard should retrieve linked regulatory text, obligation mappings, evidence, and risk labels; then provide a concise compliance answer with citations to internal records.",show_evidence_status,CIR-00080,OBL-000512,ORG-0009,easy,test
QA-000811,Create remediation steps for finding FND-000132,"Intent: create_remediation_plan. NiyamGuard should retrieve linked regulatory text, obligation mappings, evidence, and risk labels; then provide a concise compliance answer with citations to internal records.",create_remediation_plan,CIR-00166,OBL-000315,ORG-0023,easy,test
QA-000812,Assign this finding to Compliance,"Intent: assign_owner. NiyamGuard should retrieve linked regulatory text, obligation mappings, evidence, and risk labels; then provide a concise compliance answer with citations to internal records.",assign_owner,CIR-00153,OBL-000644,ORG-0009,medium,validation
QA-000813,Explain the risk score for ORG-0008,"Intent: explain_risk_score. NiyamGuard should retrieve linked regulatory text, obligation mappings, evidence, and risk labels; then provide a concise compliance answer with citations to internal records.",explain_risk_score,CIR-00013,OBL-000248,ORG-0008,medium,train
QA-000814,Generate compliance report for ORG-0001,"Intent: generate_report. NiyamGuard should retrieve linked regulatory text, obligation mappings, evidence, and risk labels; then provide a concise compliance answer with citations to internal records.",generate_report,CIR-00027,OBL-000030,ORG-0001,medium,validation
QA-000815,Show obligations due in 30 days,"Intent: deadline_query. NiyamGuard should retrieve linked regulatory text, obligation mappings, evidence, and risk labels; then provide a concise compliance answer with citations to internal records.",deadline_query,CIR-00157,OBL-000010,ORG-0013,easy,train
QA-000816,What factors increased our compliance risk?,"Intent: explain_risk_score. NiyamGuard should retrieve linked regulatory text, obligation mappings, evidence, and risk labels; then provide a concise compliance answer with citations to internal records.",explain_risk_score,CIR-00052,OBL-000730,ORG-0003,medium,test
QA-000817,Give executive summary for RBI circular,"Intent: summarize_circular. NiyamGuard should retrieve linked regulatory text, obligation mappings, evidence, and risk labels; then provide a concise compliance answer with citations to internal records.",summarize_circular,CIR-00211,OBL-000701,ORG-0015,easy,train
QA-000818,Summarize CIR-00043 in simple words,"Intent: summarize_circular. NiyamGuard should retrieve linked regulatory text, obligation mappings, evidence, and risk labels; then provide a concise compliance answer with citations to internal records.",summarize_circular,CIR-00043,OBL-000082,ORG-0012,easy,train
QA-000819,Set owner for obligation OBL-000205,"Intent: assign_owner. NiyamGuard should retrieve linked regulatory text, obligation mappings, evidence, and risk labels; then provide a concise compliance answer with citations to internal records.",assign_owner,CIR-00160,OBL-000205,ORG-0002,easy,train
QA-000820,Give executive summary for FIU-IND circular,"Intent: summarize_circular. NiyamGuard should retrieve linked regulatory text, obligation mappings, evidence, and risk labels; then provide a concise compliance answer with citations to internal records.",summarize_circular,CIR-00190,OBL-000001,ORG-0009,medium,train
QA-000821,Explain the risk score for ORG-0002,"Intent: explain_risk_score. NiyamGuard should retrieve linked regulatory text, obligation mappings, evidence, and risk labels; then provide a concise compliance answer with citations to internal records.",explain_risk_score,CIR-00157,OBL-000288,ORG-0002,medium,train
QA-000822,What obligations are in circular CIR-00205?,"Intent: extract_obligations. NiyamGuard should retrieve linked regulatory text, obligation mappings, evidence, and risk labels; then provide a concise compliance answer with citations to internal records.",extract_obligations,CIR-00205,OBL-000030,ORG-0027,medium,train
QA-000823,Find gaps for Third Party Risk Management Policy,"Intent: check_policy_gap. NiyamGuard should retrieve linked regulatory text, obligation mappings, evidence, and risk labels; then provide a concise compliance answer with citations to internal records.",check_policy_gap,CIR-00009,OBL-000147,ORG-0030,medium,train
