circular_id,regulator_code,sector,title,issue_date,effective_date,due_date,category,severity,jurisdiction,summary,full_text,source_url,status,keywords,version
CIR-00210,MOF,Brokerage,MOF circular on audit & reporting requirements for brokerage entities,2024-06-02,2024-07-05,2024-12-27,Audit & Reporting,Low,India / Synthetic Demo,Synthetic Audit & Reporting requirement for Brokerage firms to report risk appetite limits.,"This synthetic circular requires regulated entities in the Brokerage sector to report risk appetite limits. Entities must assign accountable owners, maintain auditable evidence, update internal policies, and submit compliance confirmation within prescribed timelines. The requirement is categorized under Audit & Reporting with Low supervisory importance. NiyamGuard uses this text for obligation extraction, drift detection, evidence review, and risk scoring demonstrations.",synthetic://niyamguard/regulatory/mof/210,Active,"Audit & Reporting,Brokerage,Low,report,risk",v1.0
CIR-00211,RBI,NBFC,RBI circular on audit & reporting requirements for nbfc entities,2026-06-07,2026-08-29,2026-12-25,Audit & Reporting,High,India / Synthetic Demo,Synthetic Audit & Reporting requirement for NBFC firms to validate UPI dispute handling.,"This synthetic circular requires regulated entities in the NBFC sector to validate UPI dispute handling. Entities must assign accountable owners, maintain auditable evidence, update internal policies, and submit compliance confirmation within prescribed timelines. The requirement is categorized under Audit & Reporting with High supervisory importance. NiyamGuard uses this text for obligation extraction, drift detection, evidence review, and risk scoring demonstrations.",synthetic://niyamguard/regulatory/rbi/211,Active,"Audit & Reporting,High,NBFC,UPI,validate",v2.0
CIR-00212,FIU-IND,FinTech,FIU-IND circular on audit & reporting requirements for fintech entities,2024-10-09,2024-12-14,2025-02-18,Audit & Reporting,Low,India / Synthetic Demo,Synthetic Audit & Reporting requirement for FinTech firms to report risk appetite limits.,"This synthetic circular requires regulated entities in the FinTech sector to report risk appetite limits. Entities must assign accountable owners, maintain auditable evidence, update internal policies, and submit compliance confirmation within prescribed timelines. The requirement is categorized under Audit & Reporting with Low supervisory importance. NiyamGuard uses this text for obligation extraction, drift detection, evidence review, and risk scoring demonstrations.",synthetic://niyamguard/regulatory/fiu-ind/212,Active,"Audit & Reporting,FinTech,Low,report,risk",v2.0
CIR-00213,RBI,Mutual Funds,RBI circular on disclosure requirements for mutual funds entities,2024-02-20,2024-05-05,2024-08-11,Disclosure,High,India / Synthetic Demo,Synthetic Disclosure requirement for Mutual Funds firms to disclose customer due diligence.,"This synthetic circular requires regulated entities in the Mutual Funds sector to disclose customer due diligence. Entities must assign accountable owners, maintain auditable evidence, update internal policies, and submit compliance confirmation within prescribed timelines. The requirement is categorized under Disclosure with High supervisory importance. NiyamGuard uses this text for obligation extraction, drift detection, evidence review, and risk scoring demonstrations.",synthetic://niyamguard/regulatory/rbi/213,Active,"Disclosure,High,Mutual Funds,customer,disclose",v2.0
CIR-00214,IRDAI,FinTech,IRDAI circular on trading risk requirements for fintech entities,2025-12-02,2025-12-29,2026-03-27,Trading Risk,High,India / Synthetic Demo,Synthetic Trading Risk requirement for FinTech firms to document UPI dispute handling.,"This synthetic circular requires regulated entities in the FinTech sector to document UPI dispute handling. Entities must assign accountable owners, maintain auditable evidence, update internal policies, and submit compliance confirmation within prescribed timelines. The requirement is categorized under Trading Risk with High supervisory importance. NiyamGuard uses this text for obligation extraction, drift detection, evidence review, and risk scoring demonstrations.",synthetic://niyamguard/regulatory/irdai/214,Draft,"FinTech,High,Trading Risk,UPI,document",v2.0
CIR-00215,IRDAI,Brokerage,IRDAI circular on trading risk requirements for brokerage entities,2024-04-01,2024-05-10,2024-09-30,Trading Risk,High,India / Synthetic Demo,Synthetic Trading Risk requirement for Brokerage firms to automate outsourced vendor controls.,"This synthetic circular requires regulated entities in the Brokerage sector to automate outsourced vendor controls. Entities must assign accountable owners, maintain auditable evidence, update internal policies, and submit compliance confirmation within prescribed timelines. The requirement is categorized under Trading Risk with High supervisory importance. NiyamGuard uses this text for obligation extraction, drift detection, evidence review, and risk scoring demonstrations.",synthetic://niyamguard/regulatory/irdai/215,Active,"Brokerage,High,Trading Risk,automate,outsourced",v3.0
CIR-00216,IRDAI,Capital Markets,IRDAI circular on kyc/aml requirements for capital markets entities,2025-12-27,2026-03-16,2026-07-27,KYC/AML,Low,India / Synthetic Demo,Synthetic KYC/AML requirement for Capital Markets firms to document data retention.,"This synthetic circular requires regulated entities in the Capital Markets sector to document data retention. Entities must assign accountable owners, maintain auditable evidence, update internal policies, and submit compliance confirmation within prescribed timelines. The requirement is categorized under KYC/AML with Low supervisory importance. NiyamGuard uses this text for obligation extraction, drift detection, evidence review, and risk scoring demonstrations.",synthetic://niyamguard/regulatory/irdai/216,Superseded,"Capital Markets,KYC/AML,Low,data,document",v1.0
CIR-00217,SEBI,Payments,SEBI circular on operational resilience requirements for payments entities,2024-09-12,2024-10-01,2025-02-24,Operational Resilience,High,India / Synthetic Demo,Synthetic Operational Resilience requirement for Payments firms to strengthen brokerage surveillance.,"This synthetic circular requires regulated entities in the Payments sector to strengthen brokerage surveillance. Entities must assign accountable owners, maintain auditable evidence, update internal policies, and submit compliance confirmation within prescribed timelines. The requirement is categorized under Operational Resilience with High supervisory importance. NiyamGuard uses this text for obligation extraction, drift detection, evidence review, and risk scoring demonstrations.",synthetic://niyamguard/regulatory/sebi/217,Active,"High,Operational Resilience,Payments,brokerage,strengthen",v2.0
CIR-00218,IRDAI,Brokerage,IRDAI circular on customer protection requirements for brokerage entities,2024-05-06,2024-05-24,2024-08-23,Customer Protection,High,India / Synthetic Demo,Synthetic Customer Protection requirement for Brokerage firms to disclose incident reporting.,"This synthetic circular requires regulated entities in the Brokerage sector to disclose incident reporting. Entities must assign accountable owners, maintain auditable evidence, update internal policies, and submit compliance confirmation within prescribed timelines. The requirement is categorized under Customer Protection with High supervisory importance. NiyamGuard uses this text for obligation extraction, drift detection, evidence review, and risk scoring demonstrations.",synthetic://niyamguard/regulatory/irdai/218,Active,"Brokerage,Customer Protection,High,disclose,incident",v1.0
CIR-00219,NPCI,Mutual Funds,NPCI circular on audit & reporting requirements for mutual funds entities,2026-05-07,2026-06-24,2026-08-16,Audit & Reporting,Medium,India / Synthetic Demo,Synthetic Audit & Reporting requirement for Mutual Funds firms to review customer due diligence.,"This synthetic circular requires regulated entities in the Mutual Funds sector to review customer due diligence. Entities must assign accountable owners, maintain auditable evidence, update internal policies, and submit compliance confirmation within prescribed timelines. The requirement is categorized under Audit & Reporting with Medium supervisory importance. NiyamGuard uses this text for obligation extraction, drift detection, evidence review, and risk scoring demonstrations.",synthetic://niyamguard/regulatory/npci/219,Active,"Audit & Reporting,Medium,Mutual Funds,customer,review",v1.0
CIR-00220,FIU-IND,Payments,FIU-IND circular on operational resilience requirements for payments entities,2025-11-24,2026-01-04,2026-04-12,Operational Resilience,High,India / Synthetic Demo,Synthetic Operational Resilience requirement for Payments firms to validate data retention.,"This synthetic circular requires regulated entities in the Payments sector to validate data retention. Entities must assign accountable owners, maintain auditable evidence, update internal policies, and submit compliance confirmation within prescribed timelines. The requirement is categorized under Operational Resilience with High supervisory importance. NiyamGuard uses this text for obligation extraction, drift detection, evidence review, and risk scoring demonstrations.",synthetic://niyamguard/regulatory/fiu-ind/220,Active,"High,Operational Resilience,Payments,data,validate",v3.0
